,tweets,len,ID,Date,Source,Likes,RTs
2998,"Israeli singers Sophia &amp; Shmuel sing Bapu’s favourite ‘Vaishnava Jana To.’ Have a look. #Gandhi150 

https://t.co/SMpyiyaeIs",128,1.05293E+18,18-10-18 14:11,Twitter Web Client,3862,891
2999,"L’eterno messaggio di pace, verità, solidarietà umana ed empatia del Mahatma Gandhi, risuona in Italia attraverso i… https://t.co/pgR7hmINyL",140,1.05292E+18,18-10-18 14:10,Twitter Web Client,1660,454
3000,"'Vaishnava Jana To' from the beautiful city of Florence in Italy, sung by Chiara Barbieri. #Gandhi150 

https://t.co/BdUtKSkGTt",127,1.05292E+18,18-10-18 14:10,Twitter Web Client,2963,732
3001,"Saddened by the passing away of Shri ND Tiwari Ji. A towering leader, he was known for his administrative skills. H… https://t.co/PRMhds2zlo",140,1.05288E+18,18-10-18 11:29,Twitter Web Client,12209,2127
3002,"सिद्धगन्धर्वयक्षाद्यैरसुरैरमरैरपि।

सेव्यमाना सदा भूयात् सिद्धिदा सिद्धिदायिनी॥

May Maa Siddhidhatri's blessings b… https://t.co/ny40QprEtg",140,1.05276E+18,18-10-18 3:10,Twitter for iPhone,16993,4202
3003,"Over the last month, I am seeing unparalleled enthusiasm towards PMJAY-Ayushman Bharat. 

A Karyakarta in Ghazipur… https://t.co/yNAppyNAca",139,1.05257E+18,17-10-18 14:36,Twitter Media Studio,6720,1679
3004,"राजस्थान के पाली से कुसुम त्रिवेदी जी ने मुझसे पूछा कि टैक्स कलेक्शन क्यों बढ़ रहा है। 

मैंने इसका जवाब तो दिया ही… https://t.co/3htzdAernf",140,1.05257E+18,17-10-18 14:35,Twitter Media Studio,9810,2452
3005,"I am certain the hardworking @BJP4India Karyakartas are thinking about the upcoming Lok Sabha polls.

Here are some… https://t.co/ZERXfSxHvT",140,1.05257E+18,17-10-18 14:34,Twitter Media Studio,7822,1827
3006,चतरा के एक कार्यकर्ता ने मुझे उत्तरी कोयल प्रोजेक्ट के बारे में पूछा जो 1973-74 से लटका पड़ा था। भाजपा की सरकार आने… https://t.co/0f9JXxqKem,140,1.05257E+18,17-10-18 14:33,Twitter Media Studio,14516,3083
3007,Here is how various initiatives of the Central Government are positively impacting every member of a family. https://t.co/SSNGx83W9k,132,1.05257E+18,17-10-18 14:31,Twitter Media Studio,4387,1149
3008,होशंगाबाद के एक कर्मठ कार्यकर्ता से बात करते हुए मैंने आकांक्षी जिलों को लेकर भारत सरकार द्वारा किए जा रहे कार्यों… https://t.co/TIy8cpP8yc,139,1.05257E+18,17-10-18 14:31,Twitter Media Studio,5662,1524
3009,"The Madhya Pradesh Congress is ‘amazing’!

They have three leaders but zero vision for the state. 

To belittle MP,… https://t.co/lGEAu5qKbP",140,1.05257E+18,17-10-18 14:30,Twitter Media Studio,6108,1924
3010,"Mahatma Gandhis Lieblingsbhajan 'Vaishnav Jana to' hallte in Berlin nach.

Die deutsche Sängerin Alexandra Marisa W… https://t.co/mrpSlKcv4T",140,1.05255E+18,17-10-18 13:33,Twitter Web Client,2281,578
3011,"Mahatma Gandhi's favourite 'Vaishnava Jana To' reverberating in Berlin, Germany!

German artist Alexandra Marisa Wi… https://t.co/rZRhHfVH7S",140,1.05255E+18,17-10-18 13:33,Twitter Web Client,5028,1077
3012,"το αγαπημένο τραγούδι του Μαχάτμα Γκάντι, Vaishnav Jan To, ερμηνεύτηκε από έναν θαυμαστή της Ινδίας και της μουσική… https://t.co/xWW4sFu4zR",140,1.05255E+18,17-10-18 13:32,Twitter Web Client,1777,444
3013,"Presenting, ‘Vaishnava Jana To’ by Konstantinos Kalaitzis, using Greek folk instruments, Klarino and Cretan Lyre.… https://t.co/giAraDZavU",138,1.05255E+18,17-10-18 13:32,Twitter Web Client,3257,784
3014,"Suom. säveltäjä, laulaja Timo Kiiskinen esitti Vaishnava Janah Toh -laulun kanteleen kanssa. Gandhin suolamarssi ja… https://t.co/xxITTfJGEo",140,1.05255E+18,17-10-18 13:31,Twitter Web Client,1736,460
3015,Finnish composer and singer Timo Kiiskinen sang 'Vaishnava Jana To' with the traditional instrument Kantele. Do hea… https://t.co/ZPK2KfeLIW,140,1.05255E+18,17-10-18 13:31,Twitter Web Client,2877,713
3016,Las sabias palabras de Gandhi y su modo de vida son reverenciados por los cubanos #Gandhi150,92,1.05255E+18,17-10-18 13:30,Twitter Web Client,1820,434
3017,La canción devocional favorita de Bapu cantada en Gujarati por el showman y Premio Nacional de la Música Bobby Carc… https://t.co/f9RY1cdFnD,140,1.05255E+18,17-10-18 13:30,Twitter Web Client,1880,450
3018,"'Vaishnava Jana To' sung by Cuban National Music Award winner Bobby Carcasses and Laura Maria, a young violinist an… https://t.co/O5GQyotSL1",140,1.05255E+18,17-10-18 13:30,Twitter Web Client,3414,814
3019,Den populære danske sangerinde Anita Lerche har fremført sangen Vaishnav Jan To med København som sit betagende bagtæppe. #Gandhi150,132,1.05255E+18,17-10-18 13:28,Twitter Web Client,2102,503
3020,Mahatma Gandhi er anerkendt over hele Danmark som en forkynder af fred og ikke-vold. Hans tanker er tæt knyttet til… https://t.co/XIl5xvqcyu,140,1.05255E+18,17-10-18 13:28,Twitter Web Client,2194,510
3021,Mahatma Gandhi is revered across Denmark as an apostle of peace and non-violence. The popular Danish singer Anita L… https://t.co/MPhJBCQ8yd,140,1.05255E+18,17-10-18 13:28,Twitter Web Client,3925,912
3022,"Addressing BJP Karyakartas from MP, Rajasthan, Jharkhand, Maharashtra and UP. Watch. https://t.co/zXLGJ7o6lZ",108,1.05252E+18,17-10-18 11:05,Periscope,7970,1921
3023,"Looking forward to a wonderful interaction with @BJP4India Karyakartas from Chatra, Ghazipur, Hoshangabad, Mumbai N… https://t.co/qX8v7IRVnh",140,1.05249E+18,17-10-18 9:38,Twitter Web Client,5493,1309
3024,"Greetings on the auspicious occasion of Durga Ashtami. May Maa Durga fulfil everyone’s aspirations, further the atm… https://t.co/EcS7XZH6GE",140,1.05242E+18,17-10-18 4:30,Twitter for iPhone,29630,5457
3025,"India is immensely proud of the young and talented Sandeep, who brings home a Gold Medal in Javelin, in the F44 cat… https://t.co/1pPknxCsCP",140,1.05242E+18,17-10-18 4:26,Twitter for iPhone,4421,754
3026,"Today we worship Maa Mahagauri, the 8th Avatar of Maa Durga. We seek her blessings so that every human is happy and… https://t.co/BJKmXX7Nml",140,1.0524E+18,17-10-18 3:05,Twitter for iPhone,18727,4444
3027,Had a wonderful interaction with Acharya Swamishree Purushottampriyadasji Maharaj from the Maninagar Shree Swaminar… https://t.co/Swi8Slpe4g,140,1.05224E+18,16-10-18 17:00,Twitter for iPhone,16529,2759
3028,Every Indian is proud of our contingent at the 2018 Asian Para Games. Each athlete's life journey inspires us and w… https://t.co/rGSy2xjNuV,140,1.05223E+18,16-10-18 16:26,Twitter Web Client,13537,2617
3029,Clinching a gold in the Men's 50M Butterfly and 2 Bronze medals in the 200m Individual Medley and 50m Freestyle S7… https://t.co/yGg2zDUfFl,139,1.05223E+18,16-10-18 16:19,Twitter Web Client,6372,1248
3030,Mrunali Prakash Pande was remarkable in the Women's Team Rapid and Standard VI- B2/B3 events in Chess at the Asian… https://t.co/EZzZ2mn3mk,139,1.05223E+18,16-10-18 16:16,Twitter Web Client,4341,918
3031,"Sakina Khatun is an inspiration for every sports lover. Through her skill and perseverance, she won the Silver Meda… https://t.co/Z0GYyejAFM",140,1.05223E+18,16-10-18 16:11,Twitter Web Client,4804,1007
3032,Raju Prema Kanishsri won a Silver and a Bronze in Women's Team Standard and Rapid events in Chess. She was steadfas… https://t.co/oLdeR79bAL,140,1.05223E+18,16-10-18 16:10,Twitter Web Client,4751,985
3033,Parmjeet Kumar brought home the Bronze Medal in the Men's Upto 49.00 KG category Powerlifting event at Asian Para G… https://t.co/QLgDi5EnOp,140,1.05223E+18,16-10-18 16:09,Twitter Web Client,4653,917
3034,Our Chess team performed exceptionally well at the Asian Para Games 2018. Megha Chakraborty’s brilliant performance… https://t.co/RKji7ByMsh,140,1.05223E+18,16-10-18 16:08,Twitter Web Client,4753,966
3035,Prachurya Kumar Pradhan and Mohammed Salih P K have won the Silver Medal at the Asian Para Games 2018's Men's Team… https://t.co/bPPncUaBWR,139,1.05223E+18,16-10-18 16:07,Twitter Web Client,3887,832
3036,"Para shooter Manish Narwal has been at the forefront of Indian shooting, winning many accolades. This time too he c… https://t.co/Lr3JNVdDBd",140,1.05223E+18,16-10-18 16:05,Twitter Web Client,3759,825
3037,"Ashwin Makwana, Soundarya Kumar Pradhan and Kishan Gangolli won the Silver Medal at #AsianParaGames2018 in Men's Te… https://t.co/Iw8NWHsf2E",140,1.05223E+18,16-10-18 16:04,Twitter Web Client,3108,740
3038,Kishan Gangolli has delighted the nation by winning the Gold Medal in Men's Individual Rapid Chess at Asian Para Ga… https://t.co/OkQvCXQrra,140,1.05223E+18,16-10-18 16:04,Twitter Web Client,3026,750
3039,"Kanickai Irudayaraj Jennitha Anto was in great form throughout the Asian Para Games 2018. She finished with a Gold,… https://t.co/8sip74Jmoc",140,1.05223E+18,16-10-18 16:02,Twitter Web Client,5724,1164
3040,Harvinder Singh's masterful archery skills and his relentless hardwork have brought India a Gold Medal in the Men's… https://t.co/pcior8Fpsq,140,1.05223E+18,16-10-18 16:00,Twitter Web Client,3650,843
3041,"Delighted that Devanshi Satija won a Silver and Bronze in the Women's 100m Butterfly and Freestyle events, making I… https://t.co/r7R3Kun2dG",140,1.05223E+18,16-10-18 16:00,Twitter Web Client,3241,748
3042,"In the Men's C4 Individual Pursuit 4000m event at the Asian Para Games 2018, Gurlal Singh made India proud by winni… https://t.co/2jW7vJGWVN",140,1.05223E+18,16-10-18 15:59,Twitter Web Client,3453,794
3043,"In the Men's Upto 49.00 KG category Powerlifting event at Asian Para Games 2018, Farman Basha won a Silver Medal fo… https://t.co/39QlEWm8l3",140,1.05223E+18,16-10-18 15:59,Twitter Web Client,3939,930
3044,Congratulations to Suhas Lalinakere Yathiraj for the Bronze Medal in Men's Badminton team event. India is proud of… https://t.co/XewZGCpctS,139,1.05223E+18,16-10-18 15:50,Twitter Web Client,4263,873
3045,"Making India proud!

Virender was full of joy on winning a medal for India! 

Had a lively interaction with him. He… https://t.co/7u8mhTBsb1",140,1.05222E+18,16-10-18 15:48,Twitter Web Client,3155,782
3046,Interacted with Vinay Kumar Lal and appreciated him for his wonderful performance at the Asian Para Games 2018. He… https://t.co/Gs3ELmj3kP,139,1.05222E+18,16-10-18 15:47,Twitter Web Client,2786,704
3047,"Vijay Kumar is a stupendously talented athlete. His Silver Medal in the Long Jump, T42 category will inspire severa… https://t.co/U3qGDTV9Xa",140,1.05222E+18,16-10-18 15:46,Twitter Web Client,3355,755
3048,"Radha V is a star! She brought home two medals, a Silver in the 1500m and Bronze in the 400m events. Her commitment… https://t.co/oZpERvdAMj",140,1.05222E+18,16-10-18 15:46,Twitter Web Client,2974,681
3049,"Meet my young friend Varun Singh Bhati, who won a Silver medal in the Men's High Jump T42/63 category at the Asian… https://t.co/8c8Jw4b1AO",139,1.05222E+18,16-10-18 15:45,Twitter Web Client,3203,762
3050,I congratulate Punaram Tijan Gawar for being a pillar of strength for her team during the Women's Team Rapid and St… https://t.co/Awda8VqmHq,140,1.05222E+18,16-10-18 15:44,Twitter Web Client,3036,723
3051,It was a delight to meet Padma Shri and Arjuna Awardee Mariyappan Thangavelu. He has won a Bronze medal in the Men'… https://t.co/GuovxvJ1Py,140,1.05222E+18,16-10-18 15:44,Twitter Web Client,3107,756
3052,"In the Men's Upto 80.00 KG category Powerlifting event at Asian Para Games 2018, Sudhir won a Bronze Medal for his… https://t.co/xSMsNKB0yi",139,1.05222E+18,16-10-18 15:43,Twitter Web Client,2712,642
3053,"Making India proud at the Asian Para Games 2018, Swapnil Patil put forth a phenomenal performance in Swimming. He w… https://t.co/jMoC0N4mvB",140,1.05222E+18,16-10-18 15:41,Twitter Web Client,3295,766
3054,"Para shooter Singhraj’s Bronze in the Mixed 50M Free Pistol event at the Asian Para Games2018, is a matter of immen… https://t.co/XP9F8KGder",140,1.05222E+18,16-10-18 15:40,Twitter Web Client,3182,724
3055,"Interacted with Pardeep, who, with his excellent performance, gave India a Silver Medal in the Men's Discus throw F… https://t.co/1ahJ7ug2mN",140,1.05222E+18,16-10-18 15:36,Twitter Web Client,3630,786
3056,It was a proud moment for India when @RampalChahar secured the Silver in Men's High Jump T45/46/47 category at the… https://t.co/TnBRhWV98a,139,1.05222E+18,16-10-18 15:35,Twitter Web Client,2744,669
3057,"At the Asian Para Games 2018, Raj Kumar won the Bronze Medal as a part of the Men's Badminton team. Proud of him! https://t.co/XBVH2cMRIW",137,1.05222E+18,16-10-18 15:34,Twitter Web Client,3637,789
3058,Tek Chand is a phenomenal sportsman. He brought smiles on the faces of 130 crore Indians when by winning the Bronze… https://t.co/FBBObKpHWl,140,1.05222E+18,16-10-18 15:30,Twitter Web Client,3581,818
3059,It was a proud moment for the nation when Tarun won the Gold Medal in Men's Singles Badminton at the Asian Para Gam… https://t.co/giKXJLNJJp,140,1.05222E+18,16-10-18 15:29,Twitter Web Client,3258,769
3060,"Due to an unfortunate accident, Sundar Singh Gurjar injured his left hand but he did not lose his courage, skill an… https://t.co/ajPVAxsOlY",140,1.05222E+18,16-10-18 15:28,Twitter Web Client,4554,976
3061,Glad to have met the energetic Arjuna Awardee Sandeep Singh Maan and lauded his passion for sports. He has made the… https://t.co/QFuCmLSX5g,140,1.05222E+18,16-10-18 15:25,Twitter Web Client,3431,829
3062,Rakshitha Raju is the pride of India! She won a well-deserved Gold in the 1500m race in the Asian Para Games. Her s… https://t.co/drPqP6tuZ4,140,1.05222E+18,16-10-18 15:24,Twitter Web Client,5142,910
3063,"Pramod Bhagat is an inspiration. While he won the Gold Medal in Men's Singles Badminton, he was also a part of the… https://t.co/GQ9EgQi67o",139,1.05222E+18,16-10-18 15:23,Twitter Web Client,3786,905
3064,"Matching ever-increasing standards of competition for years and consistently making a mark, @DeepaAthlete is a spor… https://t.co/wN3MdHdkpV",140,1.05222E+18,16-10-18 15:19,Twitter Web Client,3865,839
3065,"Parul Parmar won a Gold for India at the Asian Para Games 2018. 

Through her unmatched skill and determination, sh… https://t.co/zy9VNJhGK7",140,1.05222E+18,16-10-18 15:17,Twitter Web Client,3852,831
3066,Nitesh Kumar won India the Bronze Medal at the Asian Para Games 2018 Men's Doubles Badminton. I congratulate Nitesh… https://t.co/otGXJOA7PR,140,1.05222E+18,16-10-18 15:16,Twitter Web Client,3750,817
3067,Nidhi Mishra has made India proud by bringing laurels home. She won the Bronze Medal in the Women’s Discus throw ev… https://t.co/0bWclpaHCr,140,1.05222E+18,16-10-18 15:15,Twitter Web Client,3828,871
3068,"The formidable Neeraj Yadav brings home the cherished Gold in the Javelin throw event, F55 category. Wishing him th… https://t.co/N9bvkGpWYp",140,1.05222E+18,16-10-18 15:14,Twitter Web Client,5129,857
3069,Meet my friend Narayan Thakur. He clinched the Gold medal in Men's 100M T35 event at the Asian ParaGames 2018 held… https://t.co/cu3KGpZG3V,139,1.05222E+18,16-10-18 15:13,Twitter Web Client,3696,833
3070,"In the Women's Javelin throw event at the Asian Para Games2018, Ramya Nagaranai has made the nation proud by winnin… https://t.co/NuhvD70xw5",140,1.05222E+18,16-10-18 15:12,Twitter Web Client,3947,821
3071,One of the stars of the Indian contingent of the 2018 Asian Para Games in Jakarta was Monu Ghanghas. Monu won two m… https://t.co/wEzA5Rngtj,140,1.05222E+18,16-10-18 15:10,Twitter Web Client,3138,736
3072,Mohd. Yasser won a Silver in Discus throw at the 2018 Asian Para Games. Yasser has been passionate about sports sin… https://t.co/eEk6pwgfh8,140,1.05222E+18,16-10-18 15:09,Twitter Web Client,5858,1009
3073,Nagar Krishna put in an excellent effort at the Asian Para Games 2018 Men's Singles Badminton by winning the Bronze… https://t.co/GQ80EyWElQ,140,1.05221E+18,16-10-18 15:08,Twitter Web Client,4745,880
3074,Athletes like Jayanti Behera motivate many youngsters to pursue sports. Her life journey is extremely inspiring. Sh… https://t.co/e1oKhMgpEb,140,1.05221E+18,16-10-18 15:06,Twitter Web Client,4525,945
3075,"Ekta Bhyan started playing sports on a regular basis in order to get physically fit, in the wake of an accident in… https://t.co/wvLoZmntYL",139,1.05221E+18,16-10-18 15:05,Twitter Web Client,3906,929
3076,Congratulations to Dharambir for the Silver medal in Men's Club Throw F51 event at the Asian Para Games 2018. His c… https://t.co/IIl9B0mXvH,140,1.05221E+18,16-10-18 15:03,Twitter Web Client,4362,965
3077,Chirag Baretha was a part of the Indian team that won the Bronze Medal in Badminton. Wishing this inspirational spo… https://t.co/35TGEW9msf,140,1.05221E+18,16-10-18 15:02,Twitter Web Client,3414,775
3078,"Kudos to Avnil Kumar for his brilliant performance at the Asian Para Games 2018. With his strong determination, he… https://t.co/5Z0s7zB1N1",139,1.05221E+18,16-10-18 14:59,Twitter Web Client,3417,791
3079,The excellent effort by Surendran Pillai Aneesh Kumar at the Asian Para Games 2018 in Indonesia won the country a B… https://t.co/yyYyBpD54D,140,1.05221E+18,16-10-18 14:58,Twitter Web Client,3097,766
3080,Great meeting the talented Anandan Gunasekaran who won a Silver and a Bronze in Men's 400m and 200m respectively at… https://t.co/HuX7XMs5uT,140,1.05221E+18,16-10-18 14:56,Twitter Web Client,3807,864
3081,Amit Kumar is a champion. His stellar performance at the Asian Para Games 2018 has won the country a Gold in men's… https://t.co/Rl9NR5kVw4,139,1.05221E+18,16-10-18 14:53,Twitter Web Client,3420,793
3082,India is proud of Anand Kumar Boregowda for bringing home the Bronze Medal in Men's Doubles badminton at the Asian… https://t.co/9OmAEU0nH7,139,1.05221E+18,16-10-18 14:53,Twitter Web Client,3072,742
3083,It was a delight to interact with the medal winners of the Asian Para Games held in Jakarta recently. https://t.co/Sxns6lNDZO,125,1.05221E+18,16-10-18 14:50,Twitter Web Client,9890,1719
3084,"侯伟对“Vaishnava Jana To”的精彩表演。在本视频中，大家可以看到中国北京各个地方。#Gandhi150 

https://t.co/Q01QR1JLDC",85,1.0522E+18,16-10-18 14:01,Twitter Web Client,1620,407
3085,"A wonderful rendition of ‘Vaishnava Jana To’ by Hou Wei. In this video, you can see various locations in Beijing, C… https://t.co/Rpkjfjkxae",140,1.0522E+18,16-10-18 14:01,Twitter Web Client,5105,1150
3086,"An iconic song, sung at Canada's iconic temple of democracy.  Watch Canadian singer Adam Duncan perform 'Vaishnava… https://t.co/1S8uTH9VZD",139,1.0522E+18,16-10-18 14:00,Twitter Web Client,3171,794
3087,Sharing ‘Vaishnava Jana To’ from Cameroon. Africa has a special place in Bapu’s life. Not only did he live in South… https://t.co/xPobA6OzWy,140,1.0522E+18,16-10-18 13:59,Twitter Web Client,3543,930
3088,"Kövér László házelnök felavatta Mága Jennifer, híres magyar énekes videóját. A videót a Budai Várban, Hősök terén,… https://t.co/XHXeulenlc",139,1.0522E+18,16-10-18 13:58,Twitter Web Client,1724,447
3089,"‘Vaishnava Jana To’ reverberating in Hungary! 

Jennifer Maga, prominent Hungarian singer sings the song, with the… https://t.co/qnlGaxsKGC",139,1.0522E+18,16-10-18 13:58,Twitter Web Client,2947,765
3090,"Dengan 75% hutan, Brunei menghidupkan mesej Bapa Gandhi untuk memelihara alam sekitar. #Gandhi150",97,1.0522E+18,16-10-18 13:54,Twitter Web Client,2575,507
3091,"Lagu kegemaran Bapa Gandhi,  Vaishnava Jana To, dinyanyikan oleh Fakhrul Razi, penyanyi kesayangan Brunei, berlatar… https://t.co/XfI6zV5rhs",140,1.0522E+18,16-10-18 13:54,Twitter Web Client,2654,521
3092,"Sharing Bapu’s favourite song, ‘Vaishnava Jana To’ sung by Fakhrul Razi, Brunei’s beloved singer. The video also ta… https://t.co/mMSNlOc3uv",140,1.0522E+18,16-10-18 13:54,Twitter Web Client,4230,920
3093,Best wishes to Odisha CM Shri Naveen Patnaik Ji on his birthday. Naveen Ji is one of India’s senior-most leaders wh… https://t.co/PWS0MkUU4g,140,1.05203E+18,16-10-18 3:07,Twitter for iPhone,13969,2075
3094,"एकवेणी जपाकर्णपूरा नग्ना खरास्थिता।
लम्बोष्ठी कर्णिकाकर्णी तैलाभ्यक्तशरीरिणी।। वामपादोल्लसल्लोहलताकण्टकभूषणा।
वर्धन… https://t.co/nSCR7RARRw",140,1.05203E+18,16-10-18 3:05,Twitter for iPhone,18801,4295
3095,"A memorable rendition of ‘Vaishnava Jana To’ by Baraka Merzaia, an Algerian singer. #Gandhi150 

https://t.co/gDldLlFKP1",120,1.05187E+18,15-10-18 16:08,Twitter Web Client,4571,1035
3096,Kgotlhaditswe ke go bona Shanti Lo a opela Bhajan Vaishnav Jan fa pela ga dihikantswe tsa dikgosi tse tharo. Re leb… https://t.co/drA8O1fFhX,140,1.05183E+18,15-10-18 13:55,Twitter Web Client,2815,707
3097,The friendly people of Botswana greatly respect Bapu's thoughts. Here is Shanti Lo singing ‘Vaishnava Jana To.’… https://t.co/ytthwuplwT,136,1.05183E+18,15-10-18 13:55,Twitter Web Client,4773,1150
3098,La admiración por Bapu se refleja en esta interpretación que utiliza instrumentos musicales tradicionales con paisa… https://t.co/xY8OjmK6F1,140,1.05183E+18,15-10-18 13:53,Twitter Web Client,2064,517
3099,"WARA, famoso grupo andino Boliviano, difunde un mensaje de humanidad con la canción devocional favorita de Mahatma… https://t.co/0YYn5GlYJk",139,1.05183E+18,15-10-18 13:53,Twitter Web Client,2043,530
3100,"Bolivia´s famous Andean music group WARA sings Mahatma Gandhi’s favourite song. 

Deep love for Bapu is reflected i… https://t.co/bZny5XHzI4",140,1.05183E+18,15-10-18 13:53,Twitter Web Client,3347,831
3101,ཟེར་མི་འདི་ས་གནས་ཀུན་གསལ་འཕོ་འགྲོང་ལུ་སྤྱན་འབུལ་ཞུ་ཐོག་གུས་བཏུད་ཞུ་ནི།འབྲུག་མི་དབང་མངའ་བདག་རིན་པོ་ཆེ་ཕྱོགས་ཀྱི་གསུང… https://t.co/kpokmhduIz,140,1.05183E+18,15-10-18 13:51,Twitter Web Client,1770,430
3102,འབྲུག་རྒྱལ་ཁབ་ཀྱི་འཛམ་གླིང་རྒྱལ་ཁབ་ཚུ་དང་ཆ་མ་ཧཱཊ་མ་འགན་དི་མི་ལོ་༡༥༠འཁོར་བའི་འདུས་སྟོན་ལུ་འབྲུག་པའི་སྐད་འཐེན་མི་བུམོ… https://t.co/GATcnOlxCn,140,1.05183E+18,15-10-18 13:51,Twitter Web Client,2285,478
3103,"From the serene Buddha Point in Bhutan, Yanchen Drukpa sings Bapu’s favourite song. #Gandhi150 

https://t.co/8byonBtgD0",120,1.05183E+18,15-10-18 13:51,Twitter Web Client,4227,936
3104,"Videospot krase velicanstvena zdanja Parlamenta Srbije, Hrama Svetog Save, Kalemegdanske tvrdjave i srpskih fresaka. #Gandhi150",127,1.05183E+18,15-10-18 13:48,Twitter Web Client,1736,486
3105,Gandijeve misli i dalje odjekuju u Srbiji. Hvala operskoj pevacici #JadrankaJovanovic na izvedbi pesme Vaishnav Jan… https://t.co/yPFTqzDRHS,140,1.05183E+18,15-10-18 13:48,Twitter Web Client,1822,497
3106,Bapu's thoughts reverberate across Serbia. I thank veteran opera singer Jadranka Jovanovic for singing 'Vaishnava J… https://t.co/vzQzEN2xEs,140,1.05183E+18,15-10-18 13:48,Twitter Web Client,2786,752
3107,"لبحرين هي نموذج للإعتدال الديني والتعايش السلمي حيث تتجسّد فيها مبادئ المهاتما غاندي. 
صدحت أسوار قلعة عراد بغناء ن… https://t.co/UnhPiGo3HU",140,1.05183E+18,15-10-18 13:46,Twitter Web Client,1438,426
3108,"Noor, a famous Bahraini singer trained in Arabic and Carnatic Music sings ‘Vaishnava Jana To.’ Do hear. #Gandhi150 

https://t.co/tM3Xr0KYys",140,1.05183E+18,15-10-18 13:46,Twitter Web Client,3751,1001
3109,"İki qədim sivilizasiya, Hindistan və Azərbaycan bütün mədəniyyətlərə hörməti, həqiqətə və qeyri-zorakılığa sadiqliyi bölüşürlər. #Gandhi150",139,1.05183E+18,15-10-18 13:41,Twitter Web Client,1790,457
3110,Qandinin 150-ci doğum günü münasibətilə onun sevimli mahnısı ‘Vaishnav Jan to’nu Azərbaycanlı Tofiq Əliyevin ‘Mukeş… https://t.co/icHcSWvoOE,140,1.05183E+18,15-10-18 13:41,Twitter Web Client,1846,480
3111,Great to see Mr. Tofiq Aliyev ‘Mukesh’ of Azerbaijan singing ‘Vaishnava Jana To’ at Ateshgah and Martyrs Monuments… https://t.co/c7YW2ulf2E,139,1.05183E+18,15-10-18 13:41,Twitter Web Client,2980,761
3112,"Here is Heather Lee, a singer based in Australia singing a song Bapu loved. #Gandhi150 

https://t.co/wP2iF7RPA7",112,1.05183E+18,15-10-18 13:38,Twitter Web Client,3902,928
3113,Հայաստանի Ձայնը2013-ի հաղթող Մերի Մնջոյանը Masha Mnjoyan երգում է «Վաիշնավ ջան տո» հայերենով։ Երգը հիթ է։ Ֆոնին երև… https://t.co/USx7oB4qBf,140,1.05183E+18,15-10-18 13:37,Twitter Web Client,1464,444
3114,Excellently sung by Masha Mnjoyan! Do not miss the scenic background of the popular Khor Virap monastery and ‘Mt. A… https://t.co/foKl1IGSb3,140,1.05183E+18,15-10-18 13:37,Twitter Web Client,3640,987
3115,"Filmado en lugares iconico como la Floralis Genérica, el Planetario y el Puente de la Mujer, Buenos Aires, Argentina. #Gandhi150",128,1.05183E+18,15-10-18 13:35,Twitter Web Client,1653,442
3116,"A 150 años del natalicio de Mahatma Gandhi, la artista argentina Carolina Chrem presenta el bhajan Vaishnava Jana T… https://t.co/Iz3lLWgwbX",140,1.05183E+18,15-10-18 13:35,Twitter Web Client,1714,453
3117,"Do hear ‘Vaishnava Jana To’ by Argentine singer Carolina Chrem. 

Bapu’s favourite song has been filmed at iconic p… https://t.co/ZAu4yCIQ2d",140,1.05183E+18,15-10-18 13:35,Twitter Web Client,3589,919
3118,بركة مرزاية، كونها مغنية شابة جدا ، رغم صغر سنها استطاعت اندماج اغنية ماهاتما لبيئتها الثقافية المحلية بشكل جيد. أط… https://t.co/UtcpS2Yjj2,140,1.05183E+18,15-10-18 13:33,Twitter Web Client,2335,516
3119,"La très jeune chanteuse, Merzaia Baraka a si bien adapté le Bhajan de Mahatma au milieu culturel local. Mes plus si… https://t.co/OadUbeUNjT",140,1.05183E+18,15-10-18 13:33,Twitter Web Client,4693,984
3120,"An exceptional teacher, a wonderful motivator, an outstanding scientist and a great President, Dr. Kalam lives in t… https://t.co/92i9cRVQaK",140,1.05171E+18,15-10-18 5:47,Twitter Media Studio,27131,6009
3121,"‘Statue of Unity’ - a fitting tribute to the stalwart who unified and integrated India, our beloved Sardar Patel. https://t.co/QCyotND9Zf",137,1.05167E+18,15-10-18 2:51,Twitter Web Client,24371,6364
3122,"Birthday wishes to @drramansingh Ji. Under his exemplary leadership for the last 15 years, Chhattisgarh has witness… https://t.co/G04frnE5r9",140,1.05167E+18,15-10-18 2:50,Twitter Web Client,7277,1337
3123,Greetings to my colleague Shri Mukhtar Abbas Naqvi Ji on his birthday. Naqvi Ji has been working tirelessly towards… https://t.co/9g7ydqmjko,140,1.05167E+18,15-10-18 2:49,Twitter Web Client,8857,1551
3124,"Maa Katyayani, give us the strength to always work towards empowering the poor and marginalised. With your blessing… https://t.co/6qlgvVE35s",140,1.05167E+18,15-10-18 2:47,Twitter Web Client,15661,3888
3125,"सिंहासनगता नित्यं पद्माश्रितकरद्वया।

शुभदास्तु सदा देवी स्कन्दमाता यशस्विनी॥

Today, we pray to Skandamata. 

May… https://t.co/JMZtwwfcAy",139,1.05131E+18,14-10-18 3:01,Twitter for iPhone,26940,5969
